#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
HG04162	912225	1.00000	1651746	0.99950	0.00171	0.00056	0.64421	0.01281
NA18563	1035801	1.00000	1586374	0.99947	0.00096	0.00031	0.60498	0.01329
HG01242	886281	1.00000	1749628	0.99956	0.00090	0.00028	0.66377	0.01152
HG03978	941693	1.00000	1642845	0.99937	0.00278	0.00103	0.63564	0.01301
NA19651	892424	1.00000	1661746	0.99954	0.00075	0.00023	0.65060	0.01332
NA18879	1002913	1.00000	1613486	0.99954	0.00096	0.00032	0.61668	0.00989
HG01492	908956	1.00000	1676530	0.99951	0.00092	0.00029	0.64844	0.01273
NA20340	930967	1.00000	1691109	0.99950	0.00093	0.00030	0.64495	0.01212
HG03385	991367	1.00000	1560206	0.99954	0.00129	0.00047	0.61147	0.01261
HG00368	929695	1.00000	1625034	0.99951	0.00128	0.00039	0.63609	0.01204
NA19779	890582	1.00000	1678980	0.99955	0.00081	0.00025	0.65341	0.01447
HG00290	958346	1.00000	1652206	0.99959	0.00096	0.00031	0.63290	0.00863
NA18975	1035192	1.00000	1542909	0.99952	0.00102	0.00032	0.59847	0.01243
NA18984	1058664	1.00000	1500325	0.99949	0.00097	0.00032	0.58630	0.01245
HG01342	868972	1.00000	1757136	0.99954	0.00087	0.00027	0.66910	0.01283
HG01389	950659	1.00000	1554408	0.99955	0.00100	0.00032	0.62051	0.01233
HG01488	892091	1.00000	1728844	0.99955	0.00155	0.00053	0.65963	0.01162
HG00251	930416	1.00000	1670613	0.99958	0.00109	0.00034	0.64229	0.00989
HG03902	961773	1.00000	1729682	0.99957	0.00174	0.00059	0.64266	0.00915
NA19435	969884	1.00000	1604012	0.99953	0.00081	0.00027	0.62318	0.01270
HG00629	1082472	1.00000	1555254	0.99956	0.00090	0.00029	0.58962	0.00896
HG00531	1051498	1.00000	1537569	0.99948	0.00110	0.00036	0.59387	0.01179
HG03442	984691	1.00000	1585457	0.99949	0.00159	0.00059	0.61687	0.01286
NA18635	1045064	1.00000	1563631	0.99954	0.00134	0.00046	0.59939	0.01160
HG01102	906162	1.00000	1746788	0.99955	0.00086	0.00027	0.65843	0.01124
HG00110	949361	1.00000	1562114	0.99949	0.00080	0.00026	0.62199	0.01446
HG02047	1032211	1.00000	1563949	0.99953	0.00082	0.00026	0.60241	0.01176
HG03238	921016	1.00000	1687845	0.99951	0.00113	0.00037	0.64697	0.01261
HG00457	1051959	1.00000	1553522	0.99949	0.00094	0.00029	0.59625	0.01240
HG03491	934837	1.00000	1679220	0.99955	0.00159	0.00054	0.64238	0.01167
NA19652	904727	1.00000	1681770	0.99953	0.00079	0.00025	0.65021	0.01291
NA21092	917457	1.00000	1639211	0.99951	0.00095	0.00029	0.64115	0.01322
HG02382	1028422	1.00000	1527236	0.99946	0.00076	0.00024	0.59759	0.01408
NA20761	921889	1.00000	1633280	0.99958	0.00085	0.00026	0.63921	0.01181
HG01110	922057	1.00000	1714944	0.99949	0.00134	0.00040	0.65034	0.01150
NA19082	1034476	1.00000	1523151	0.99954	0.00079	0.00025	0.59553	0.01245
NA19404	968115	1.00000	1588684	0.99954	0.00079	0.00026	0.62136	0.01224
HG01440	904669	1.00000	1729399	0.99957	0.00082	0.00025	0.65655	0.01172
NA21127	941790	1.00000	1728880	0.99952	0.00104	0.00032	0.64736	0.01094
NA19917	944074	1.00000	1621533	0.99954	0.00089	0.00029	0.63203	0.01209
HG03789	928250	1.00000	1686860	0.99927	0.00564	0.00217	0.64504	0.01279
NA19070	1040444	1.00000	1549280	0.99947	0.00089	0.00028	0.59824	0.01261
NA19080	1053333	1.00000	1493101	0.99943	0.00086	0.00028	0.58635	0.01426
HG02410	1036244	1.00000	1540886	0.99945	0.00111	0.00035	0.59791	0.01322
HG02568	961404	1.00000	1542155	0.99945	0.00099	0.00035	0.61599	0.01434
HG03428	982394	1.00000	1573324	0.99945	0.00286	0.00111	0.61561	0.01209
NA11840	927583	1.00000	1622567	0.99950	0.00092	0.00029	0.63626	0.01167
NA19318	981838	1.00000	1619107	0.99959	0.00088	0.00028	0.62251	0.01090
HG00117	968366	1.00000	1610738	0.99955	0.00087	0.00027	0.62453	0.01003
HG00410	1040502	1.00000	1562146	0.99949	0.00092	0.00029	0.60021	0.01175
HG02095	957335	1.00000	1621785	0.99952	0.00131	0.00048	0.62881	0.01279
HG00473	1060782	1.00000	1572149	0.99948	0.00095	0.00030	0.59711	0.01212
HG03629	931472	1.00000	1680149	0.99958	0.00087	0.00028	0.64334	0.01188
NA18988	1045668	1.00000	1521241	0.99954	0.00095	0.00030	0.59264	0.01205
NA21099	939591	1.00000	1666811	0.99951	0.00095	0.00029	0.63951	0.01231
HG01137	932597	1.00000	1651207	0.99954	0.00093	0.00029	0.63906	0.01248
NA19403	959466	1.00000	1625170	0.99955	0.00095	0.00033	0.62878	0.01090
NA19785	982499	1.00000	1559069	0.99948	0.00106	0.00035	0.61343	0.01277
HG01885	967110	1.00000	1621429	0.99950	0.00077	0.00025	0.62639	0.01294
NA19777	921501	1.00000	1691941	0.99956	0.00107	0.00034	0.64740	0.01142
NA18646	998875	1.00000	1498278	0.99952	0.00125	0.00038	0.59999	0.01340
NA19072	1056916	1.00000	1556652	0.99949	0.00100	0.00032	0.59560	0.01195
HG02943	977431	1.00000	1552881	0.99950	0.00126	0.00045	0.61371	0.01298
HG02081	1022831	1.00000	1516143	0.99951	0.00095	0.00032	0.59715	0.01337
HG04062	955580	1.00000	1684648	0.99951	0.00183	0.00063	0.63807	0.01192
HG01536	918048	1.00000	1637730	0.99953	0.00086	0.00027	0.64080	0.01301
HG03022	1010760	1.00000	1551575	0.99953	0.00113	0.00037	0.60553	0.01164
HG03796	915816	1.00000	1689495	0.99942	0.00359	0.00130	0.64848	0.01311
HG02364	1043431	1.00000	1542519	0.99952	0.00097	0.00031	0.59650	0.01157
HG00382	919829	1.00000	1613874	0.99955	0.00085	0.00027	0.63696	0.01246
HG04099	931490	1.00000	1684066	0.99948	0.00281	0.00103	0.64387	0.01219
HG00674	1047844	1.00000	1545318	0.99951	0.00087	0.00027	0.59592	0.01233
NA20796	932172	1.00000	1625683	0.99955	0.00105	0.00033	0.63556	0.01161
HG00335	919072	1.00000	1622013	0.99957	0.00135	0.00041	0.63832	0.01217
NA20758	914656	1.00000	1636778	0.99957	0.00085	0.00026	0.64151	0.01259
NA06986	918159	1.00000	1598733	0.99956	0.00099	0.00031	0.63520	0.01187
HG01597	1048234	1.00000	1562119	0.99951	0.00083	0.00026	0.59843	0.01127
HG00380	919662	1.00000	1657416	0.99956	0.00088	0.00027	0.64314	0.01115
NA12144	903366	1.00000	1608839	0.99949	0.00136	0.00041	0.64041	0.01249
NA18582	1048489	1.00000	1550385	0.99950	0.00090	0.00029	0.59656	0.01207
NA20870	924093	1.00000	1671848	0.99955	0.00103	0.00032	0.64402	0.01254
HG01789	922309	1.00000	1627701	0.99907	0.00671	0.00262	0.63831	0.01348
NA18499	987087	1.00000	1590637	0.99946	0.00088	0.00029	0.61707	0.01272
NA18976	1045803	1.00000	1516630	0.99945	0.00089	0.00028	0.59187	0.01289
HG03757	914748	1.00000	1626766	0.99948	0.00247	0.00088	0.64008	0.01361
NA19076	1075127	1.00000	1550003	0.99953	0.00092	0.00030	0.59045	0.01034
HG02537	962716	1.00000	1618668	0.99951	0.00128	0.00045	0.62705	0.01240
HG00311	914064	1.00000	1615435	0.99956	0.00086	0.00027	0.63864	0.01167
HG02374	1045869	1.00000	1566565	0.99949	0.00099	0.00031	0.59966	0.01201
NA18606	1098538	1.00000	1503621	0.99945	0.00093	0.00030	0.57784	0.01040
HG00705	1011592	1.00000	1501811	0.99949	0.00082	0.00026	0.59752	0.01359
NA20515	907604	1.00000	1609723	0.99952	0.00078	0.00025	0.63946	0.01343
NA18505	998551	1.00000	1590758	0.99955	0.00134	0.00044	0.61436	0.01074
HG02655	977842	1.00000	1557520	0.99948	0.00105	0.00035	0.61432	0.01262
HG01119	918496	1.00000	1662015	0.99953	0.00083	0.00026	0.64406	0.01196
NA20754	924509	1.00000	1658514	0.99956	0.00127	0.00040	0.64208	0.01186
HG01853	1034967	1.00000	1550289	0.99951	0.00092	0.00029	0.59967	0.01244
NA20534	915800	1.00000	1610007	0.99951	0.00151	0.00047	0.63742	0.01263
NA20885	919752	1.00000	1649971	0.99952	0.00090	0.00028	0.64208	0.01297
HG01974	1072175	1.00000	1386157	0.99938	0.00082	0.00027	0.56386	0.01455
HG01325	904888	1.00000	1694688	0.99956	0.00101	0.00031	0.65191	0.01154
NA18954	1034309	1.00000	1559234	0.99953	0.00097	0.00030	0.60120	0.01184
HG03228	947297	1.00000	1583167	0.99947	0.00249	0.00088	0.62564	0.01351
NA21117	909824	1.00000	1645683	0.99956	0.00092	0.00028	0.64398	0.01281
NA21112	949146	1.00000	1682397	0.99953	0.00102	0.00031	0.63932	0.01123
HG02028	1014014	1.00000	1502486	0.99946	0.00087	0.00029	0.59705	0.01402
HG02107	989396	1.00000	1642020	0.99954	0.00098	0.00033	0.62401	0.00988
NA19712	927997	1.00000	1608226	0.99954	0.00081	0.00027	0.63410	0.01342
NA20882	935272	1.00000	1719110	0.99956	0.00142	0.00046	0.64765	0.01024
HG02409	1043618	1.00000	1540412	0.99947	0.00083	0.00027	0.59613	0.01266
HG03578	980269	1.00000	1578235	0.99945	0.00122	0.00043	0.61686	0.01309
NA18618	1053233	1.00000	1568391	0.99958	0.00081	0.00026	0.59825	0.01106
NA18636	1053905	1.00000	1577898	0.99948	0.00097	0.00031	0.59955	0.01170
HG03713	936090	1.00000	1668097	0.99960	0.00094	0.00029	0.64054	0.01181
HG04060	967867	1.00000	1707069	0.99956	0.00225	0.00079	0.63817	0.00938
HG01768	910718	1.00000	1646419	0.99954	0.00096	0.00030	0.64385	0.01184
NA18631	1036100	1.00000	1533131	0.99953	0.00107	0.00033	0.59673	0.01217
HG01874	1038279	1.00000	1552864	0.99947	0.00085	0.00027	0.59930	0.01314
NA19256	940530	1.00000	1524864	0.99949	0.00094	0.00031	0.61851	0.01485
HG01566	960770	1.00000	1639029	0.99954	0.00094	0.00029	0.63044	0.01091
HG00243	936964	1.00000	1670868	0.99951	0.00095	0.00030	0.64071	0.01009
HG00554	909892	1.00000	1695229	0.99959	0.00097	0.00030	0.65073	0.01074
HG01029	1065302	1.00000	1568992	0.99953	0.00099	0.00032	0.59560	0.00993
HG02348	1002045	1.00000	1437665	0.99948	0.00121	0.00043	0.58928	0.01333
NA18542	1022623	1.00000	1549898	0.99945	0.00121	0.00040	0.60248	0.01363
HG03397	961303	1.00000	1530719	0.99944	0.00313	0.00120	0.61425	0.01316
NA19746	997460	1.00000	1595286	0.99953	0.00142	0.00050	0.61529	0.01224
HG00321	966032	1.00000	1658800	0.99959	0.00097	0.00031	0.63196	0.00907
HG02108	935251	1.00000	1653976	0.99952	0.00077	0.00024	0.63879	0.01265
HG02266	1079694	1.00000	1432348	0.99945	0.00079	0.00026	0.57019	0.01238
NA12827	949900	1.00000	1674725	0.99957	0.00098	0.00031	0.63808	0.00845
NA18923	985470	1.00000	1580869	0.99954	0.00076	0.00025	0.61600	0.01239
HG00141	925508	1.00000	1632676	0.99955	0.00139	0.00042	0.63822	0.01196
HG03099	997759	1.00000	1571262	0.99948	0.00126	0.00045	0.61162	0.01269
NA19091	1063307	1.00000	1533914	0.99951	0.00094	0.00030	0.59060	0.01108
HG03108	1009772	1.00000	1596313	0.99952	0.00139	0.00050	0.61253	0.01019
NA19247	967439	1.00000	1530373	0.99953	0.00071	0.00024	0.61269	0.01375
HG03600	929323	1.00000	1636418	0.99948	0.00273	0.00099	0.63780	0.01323
HG03458	963722	1.00000	1539690	0.99947	0.00240	0.00092	0.61504	0.01313
NA19670	945145	1.00000	1659575	0.99954	0.00092	0.00029	0.63714	0.01155
NA20764	920512	1.00000	1615031	0.99955	0.00088	0.00027	0.63696	0.01220
NA12842	911216	1.00000	1628220	0.99954	0.00091	0.00028	0.64117	0.01212
HG01864	1036095	1.00000	1573182	0.99952	0.00094	0.00029	0.60292	0.01175
HG02232	921840	1.00000	1618042	0.99955	0.00164	0.00059	0.63705	0.01201
NA20849	947748	1.00000	1653369	0.99954	0.00106	0.00033	0.63564	0.01212
HG02813	957161	1.00000	1546068	0.99951	0.00145	0.00052	0.61763	0.01422
HG00613	1026228	1.00000	1536874	0.99947	0.00086	0.00027	0.59961	0.01251
HG00358	957312	1.00000	1634103	0.99953	0.00095	0.00030	0.63058	0.01097
HG00346	936948	1.00000	1561633	0.99953	0.00112	0.00035	0.62501	0.01301
HG00106	944996	1.00000	1654753	0.99957	0.00092	0.00029	0.63650	0.01052
HG00623	1070035	1.00000	1543297	0.99947	0.00083	0.00026	0.59055	0.01601
HG03303	971306	1.00000	1566393	0.99947	0.00193	0.00074	0.61725	0.01290
NA12273	932855	1.00000	1642719	0.99959	0.00095	0.00030	0.63781	0.01131
NA19086	1051242	1.00000	1546960	0.99956	0.00089	0.00028	0.59540	0.01113
HG00236	951931	1.00000	1641474	0.99956	0.00129	0.00040	0.63294	0.01024
NA19235	971135	1.00000	1551185	0.99952	0.00089	0.00030	0.61498	0.01267
NA19679	967216	1.00000	1536434	0.99953	0.00099	0.00031	0.61368	0.01245
HG00137	911203	1.00000	1626780	0.99953	0.00121	0.00039	0.64097	0.01128
HG00693	1032807	1.00000	1556325	0.99952	0.00092	0.00029	0.60110	0.01188
NA20334	879018	1.00000	1752740	0.99954	0.00095	0.00029	0.66600	0.01146
NA19011	1043708	1.00000	1562242	0.99952	0.00094	0.00030	0.59949	0.01249
HG01699	930195	1.00000	1611633	0.99953	0.00091	0.00029	0.63404	0.01182
HG02854	993315	1.00000	1589220	0.99954	0.00101	0.00034	0.61537	0.01152
HG04144	936536	1.00000	1689648	0.99950	0.00337	0.00124	0.64339	0.01173
NA07037	934966	1.00000	1640670	0.99951	0.00145	0.00049	0.63700	0.01141
HG02144	911973	1.00000	1566621	0.99954	0.00087	0.00029	0.63206	0.01405
NA20541	927270	1.00000	1622699	0.99954	0.00137	0.00042	0.63636	0.01169
HG01578	977489	1.00000	1629061	0.99956	0.00091	0.00029	0.62499	0.01112
NA19439	976776	1.00000	1595156	0.99960	0.00082	0.00027	0.62022	0.01084
HG01079	901791	1.00000	1697123	0.99957	0.00086	0.00027	0.65301	0.01158
HG00640	893629	1.00000	1660413	0.99954	0.00092	0.00028	0.65011	0.01250
HG03745	944965	1.00000	1596009	0.99954	0.00090	0.00028	0.62811	0.01306
NA18535	1009790	1.00000	1504562	0.99944	0.00077	0.00025	0.59839	0.01450
NA20812	933740	1.00000	1642073	0.99952	0.00100	0.00031	0.63750	0.01171
HG03886	910454	1.00000	1636959	0.99956	0.00102	0.00032	0.64260	0.01244
HG03594	932979	1.00000	1666353	0.99948	0.00160	0.00051	0.64107	0.01248
HG04061	962963	1.00000	1699472	0.99943	0.00497	0.00189	0.63831	0.01048
NA12749	887716	1.00000	1604271	0.99955	0.00120	0.00037	0.64377	0.01297
NA20535	921296	1.00000	1619873	0.99957	0.00133	0.00041	0.63745	0.01133
NA19121	960314	1.00000	1524428	0.99947	0.00080	0.00027	0.61352	0.01315
HG02882	984809	1.00000	1576416	0.99952	0.00107	0.00037	0.61549	0.01196
HG00188	916103	1.00000	1605885	0.99952	0.00083	0.00026	0.63675	0.01285
NA19819	911550	1.00000	1709092	0.99949	0.00146	0.00051	0.65217	0.01166
HG03126	991261	1.00000	1598252	0.99950	0.00160	0.00060	0.61720	0.01187
HG01506	917796	1.00000	1608305	0.99951	0.00084	0.00026	0.63667	0.01290
NA20765	897942	1.00000	1608453	0.99956	0.00143	0.00044	0.64174	0.01271
NA18974	1060638	1.00000	1574286	0.99952	0.00150	0.00047	0.59747	0.00990
HG01247	896630	1.00000	1722922	0.99955	0.00090	0.00028	0.65772	0.01183
HG00304	925464	1.00000	1642909	0.99957	0.00093	0.00029	0.63967	0.01129
HG00704	1024996	1.00000	1486238	0.99947	0.00075	0.00024	0.59184	0.01426
HG01705	908017	1.00000	1626596	0.99955	0.00089	0.00027	0.64175	0.01235
HG03105	1000234	1.00000	1556904	0.99935	0.00409	0.00163	0.60885	0.01229
HG01504	909849	1.00000	1615451	0.99947	0.00094	0.00029	0.63971	0.01340
HG00315	926030	1.00000	1606581	0.99954	0.00120	0.00037	0.63436	0.01260
NA21090	933313	1.00000	1667418	0.99955	0.00121	0.00037	0.64113	0.01231
HG02852	970564	1.00000	1530581	0.99954	0.00107	0.00036	0.61195	0.01388
HG00149	925583	1.00000	1630736	0.99957	0.00081	0.00026	0.63792	0.01178
HG00656	1041413	1.00000	1550027	0.99953	0.00092	0.00030	0.59813	0.01174
NA18523	983605	1.00000	1585333	0.99952	0.00086	0.00028	0.61712	0.01228
HG00148	898861	1.00000	1605712	0.99951	0.00075	0.00023	0.64111	0.01353
NA18571	1046042	1.00000	1547675	0.99951	0.00090	0.00029	0.59670	0.01141
HG03969	952543	1.00000	1690238	0.99953	0.00176	0.00058	0.63957	0.01105
HG02334	899427	1.00000	1713476	0.99956	0.00107	0.00034	0.65577	0.01175
NA19001	1042071	1.00000	1555363	0.99950	0.00089	0.00028	0.59881	0.01259
NA20581	935082	1.00000	1633069	0.99952	0.00130	0.00043	0.63589	0.01178
NA20296	894913	1.00000	1671513	0.99957	0.00091	0.00029	0.65130	0.01277
NA20815	910965	1.00000	1632631	0.99949	0.00082	0.00026	0.64186	0.01339
HG02642	987476	1.00000	1560727	0.99951	0.00132	0.00048	0.61248	0.01292
NA20888	947556	1.00000	1645015	0.99955	0.00096	0.00030	0.63451	0.01182
NA20519	929519	1.00000	1617035	0.99943	0.00207	0.00075	0.63499	0.01302
HG01121	907813	1.00000	1680881	0.99952	0.00096	0.00031	0.64932	0.01270
HG00272	959846	1.00000	1658860	0.99956	0.00093	0.00029	0.63347	0.00910
HG02895	1003829	1.00000	1599558	0.99953	0.00100	0.00033	0.61441	0.01158
NA19449	969086	1.00000	1589977	0.99955	0.00073	0.00024	0.62131	0.01261
NA20852	915166	1.00000	1640427	0.99948	0.00093	0.00028	0.64190	0.01369
HG01305	895714	1.00000	1734104	0.99955	0.00115	0.00036	0.65940	0.01151
HG03765	917006	1.00000	1689499	0.99957	0.00092	0.00029	0.64819	0.01204
NA19084	1059163	1.00000	1576378	0.99952	0.00098	0.00031	0.59812	0.01016
HG03439	990891	1.00000	1566873	0.99951	0.00103	0.00035	0.61259	0.01239
HG01191	907167	1.00000	1714008	0.99955	0.00104	0.00033	0.65391	0.01125
NA19152	990859	1.00000	1588817	0.99955	0.00090	0.00030	0.61590	0.01154
HG01771	930705	1.00000	1642106	0.99955	0.00100	0.00032	0.63825	0.01098
HG02391	1041500	1.00000	1499097	0.99953	0.00089	0.00028	0.59006	0.01299
NA20905	967770	1.00000	1715217	0.99958	0.00112	0.00035	0.63929	0.00817
NA21120	935008	1.00000	1695761	0.99952	0.00111	0.00034	0.64459	0.01102
HG03667	971528	1.00000	1649157	0.99952	0.00133	0.00045	0.62928	0.01121
HG01795	1064711	1.00000	1572186	0.99946	0.00088	0.00028	0.59623	0.01135
HG04173	938755	1.00000	1699662	0.99953	0.00128	0.00040	0.64420	0.01223
NA18944	1024850	1.00000	1501817	0.99943	0.00151	0.00056	0.59439	0.01352
HG01623	909514	1.00000	1627171	0.99954	0.00087	0.00027	0.64146	0.01269
HG01941	1037637	1.00000	1530632	0.99951	0.00088	0.00028	0.59598	0.01173
HG01048	918689	1.00000	1738518	0.99959	0.00117	0.00038	0.65427	0.00993
NA21119	926003	1.00000	1612797	0.99957	0.00116	0.00038	0.63526	0.01302
HG03695	964263	1.00000	1612725	0.99951	0.00095	0.00029	0.62582	0.01387
NA12830	889702	1.00000	1612144	0.99952	0.00099	0.00031	0.64438	0.01320
NA18924	983204	1.00000	1576888	0.99946	0.00103	0.00034	0.61595	0.01237
HG00268	918555	1.00000	1613627	0.99958	0.00093	0.00029	0.63725	0.01197
NA18856	974782	1.00000	1589876	0.99952	0.00084	0.00028	0.61992	0.01310
HG01334	917832	1.00000	1644346	0.99956	0.00085	0.00027	0.64178	0.01197
NA19467	969072	1.00000	1601906	0.99955	0.00085	0.00028	0.62307	0.01175
NA21105	948613	1.00000	1712986	0.99957	0.00102	0.00032	0.64359	0.00957
HG01094	891147	1.00000	1724504	0.99955	0.00093	0.00029	0.65930	0.01187
NA21126	936148	1.00000	1641196	0.99956	0.00107	0.00033	0.63678	0.01257
HG00183	939963	1.00000	1626827	0.99951	0.00083	0.00026	0.63380	0.01277
HG02291	1112439	1.00000	1370415	0.99941	0.00105	0.00038	0.55195	0.01361
HG03716	914009	1.00000	1672112	0.99933	0.00464	0.00172	0.64657	0.01381
NA19756	920388	1.00000	1662834	0.99959	0.00077	0.00024	0.64371	0.01262
HG01684	905075	1.00000	1621804	0.99953	0.00084	0.00026	0.64182	0.01309
HG02380	1086447	1.00000	1431430	0.99948	0.00112	0.00036	0.56851	0.01392
HG00126	948956	1.00000	1655691	0.99955	0.00144	0.00047	0.63567	0.00962
HG02165	1033010	1.00000	1551776	0.99948	0.00081	0.00026	0.60035	0.01235
NA18599	1054559	1.00000	1571910	0.99951	0.00101	0.00032	0.59849	0.01147
NA19037	993177	1.00000	1632040	0.99957	0.00088	0.00029	0.62168	0.01071
HG00610	1056136	1.00000	1543932	0.99947	0.00106	0.00034	0.59380	0.01190
HG04141	954716	1.00000	1720383	0.99954	0.00121	0.00037	0.64311	0.01036
HG00448	1056484	1.00000	1554178	0.99948	0.00125	0.00039	0.59532	0.01143
HG02406	1043880	1.00000	1527036	0.99952	0.00081	0.00026	0.59397	0.01278
NA19310	966295	1.00000	1574074	0.99955	0.00101	0.00033	0.61962	0.01242
HG03401	950561	1.00000	1516767	0.99945	0.00108	0.00038	0.61474	0.01540
NA18616	1034927	1.00000	1525334	0.99951	0.00088	0.00028	0.59577	0.01262
NA19466	958972	1.00000	1632262	0.99955	0.00085	0.00028	0.62992	0.01136
HG00257	932800	1.00000	1658195	0.99959	0.00104	0.00034	0.63998	0.01137
HG03018	942548	1.00000	1660872	0.99949	0.00135	0.00045	0.63796	0.01220
NA19471	977169	1.00000	1608367	0.99956	0.00076	0.00025	0.62206	0.01237
HG00114	939898	1.00000	1616774	0.99954	0.00086	0.00027	0.63237	0.01105
NA19248	1001524	1.00000	1579032	0.99958	0.00085	0.00029	0.61190	0.01106
NA20854	922734	1.00000	1703226	0.99957	0.00093	0.00029	0.64861	0.01129
NA11881	935260	1.00000	1626440	0.99959	0.00088	0.00027	0.63491	0.01173
HG03095	947704	1.00000	1523592	0.99933	0.00426	0.00167	0.61652	0.01430
NA18877	989377	1.00000	1567527	0.99950	0.00074	0.00025	0.61306	0.01297
NA18645	1048015	1.00000	1522952	0.99951	0.00095	0.00030	0.59237	0.01254
HG03884	953560	1.00000	1563202	0.99935	0.00415	0.00155	0.62112	0.01296
NA19036	1000926	1.00000	1637702	0.99961	0.00109	0.00036	0.62066	0.00840
HG03472	957817	1.00000	1546025	0.99943	0.00226	0.00086	0.61746	0.01450
HG03258	990036	1.00000	1598671	0.99952	0.00140	0.00051	0.61756	0.01084
NA18611	1046049	1.00000	1562862	0.99950	0.00100	0.00032	0.59905	0.01158
HG01790	923631	1.00000	1599859	0.99955	0.00093	0.00029	0.63399	0.01209
NA19360	961844	1.00000	1577756	0.99950	0.00079	0.00027	0.62126	0.01273
HG04080	959309	1.00000	1701094	0.99955	0.00118	0.00037	0.63941	0.01056
HG02685	966400	1.00000	1576120	0.99948	0.00200	0.00071	0.61990	0.01243
NA20877	939434	1.00000	1603876	0.99951	0.00130	0.00039	0.63063	0.01254
NA12812	936393	1.00000	1655686	0.99953	0.00099	0.00031	0.63875	0.01099
NA21104	934521	1.00000	1639733	0.99948	0.00092	0.00029	0.63697	0.01241
HG03268	979239	1.00000	1560108	0.99949	0.00104	0.00035	0.61437	0.01230
NA20792	927689	1.00000	1672267	0.99950	0.00096	0.00031	0.64319	0.01111
HG00353	914309	1.00000	1621836	0.99953	0.00087	0.00027	0.63949	0.01218
HG01375	894946	1.00000	1705400	0.99956	0.00092	0.00028	0.65584	0.01241
NA20810	929974	1.00000	1652394	0.99955	0.00107	0.00034	0.63988	0.01095
HG03229	964123	1.00000	1535497	0.99947	0.00130	0.00045	0.61429	0.01344
NA20805	941275	1.00000	1630298	0.99956	0.00087	0.00027	0.63397	0.01110
HG01775	938549	1.00000	1645234	0.99955	0.00097	0.00030	0.63675	0.01103
NA19075	1045836	1.00000	1546864	0.99947	0.00087	0.00028	0.59662	0.01277
HG01521	922346	1.00000	1586210	0.99955	0.00092	0.00028	0.63232	0.01266
NA19762	978135	1.00000	1705812	0.99951	0.00129	0.00043	0.63556	0.01004
HG02051	986566	1.00000	1604179	0.99955	0.00079	0.00027	0.61920	0.01158
HG03265	960202	1.00000	1543575	0.99948	0.00122	0.00040	0.61650	0.01416
HG02648	981577	1.00000	1572564	0.99951	0.00097	0.00031	0.61569	0.01174
HG04015	938538	1.00000	1643603	0.99953	0.00091	0.00029	0.63653	0.01359
NA11830	933307	1.00000	1644039	0.99950	0.00116	0.00037	0.63788	0.01182
HG01809	1052808	1.00000	1533134	0.99947	0.00094	0.00030	0.59287	0.01225
NA19117	962187	1.00000	1544184	0.99956	0.00080	0.00027	0.61610	0.01268
HG02427	947523	1.00000	1609339	0.99947	0.00230	0.00088	0.62942	0.01262
HG01779	939029	1.00000	1655335	0.99959	0.00091	0.00028	0.63805	0.01078
NA19397	979376	1.00000	1589393	0.99952	0.00081	0.00026	0.61874	0.01220
NA11829	937271	1.00000	1653755	0.99956	0.00094	0.00030	0.63826	0.00981
NA19474	971085	1.00000	1600551	0.99956	0.00074	0.00025	0.62239	0.01200
HG03973	931550	1.00000	1654431	0.99952	0.00115	0.00037	0.63977	0.01224
HG00525	1030730	1.00000	1495471	0.99952	0.00143	0.00045	0.59198	0.01265
NA19059	1042404	1.00000	1545094	0.99950	0.00096	0.00030	0.59714	0.01240
HG02301	1025648	1.00000	1511987	0.99948	0.00135	0.00049	0.59583	0.01252
NA20899	937367	1.00000	1661536	0.99953	0.00087	0.00027	0.63932	0.01271
NA19054	1040079	1.00000	1544945	0.99949	0.00084	0.00027	0.59765	0.01245
HG03977	927593	1.00000	1609070	0.99940	0.00179	0.00065	0.63433	0.01378
NA11893	927291	1.00000	1632387	0.99954	0.00123	0.00041	0.63773	0.01186
HG02691	962877	1.00000	1667430	0.99952	0.00125	0.00039	0.63393	0.01106
NA18986	1055251	1.00000	1579812	0.99946	0.00103	0.00033	0.59953	0.01175
HG02253	958611	1.00000	1617220	0.99947	0.00088	0.00028	0.62784	0.01253
HG00267	937617	1.00000	1634531	0.99955	0.00089	0.00028	0.63547	0.01139
HG00619	1057619	1.00000	1524842	0.99949	0.00096	0.00030	0.59046	0.01192
NA19707	877509	1.00000	1701517	0.99954	0.00072	0.00023	0.65975	0.01266
HG00657	1033219	1.00000	1528108	0.99947	0.00096	0.00030	0.59661	0.01399
HG00404	1020530	1.00000	1508326	0.99950	0.00079	0.00025	0.59645	0.01381
HG00344	926583	1.00000	1646246	0.99953	0.00090	0.00027	0.63986	0.01134
HG01816	1158798	1.00000	1352333	0.99943	0.00079	0.00026	0.53854	0.01260
NA21125	953597	1.00000	1674683	0.99955	0.00096	0.00030	0.63718	0.01152
HG02652	911321	1.00000	1700459	0.99957	0.00165	0.00055	0.65107	0.01192
HG00256	936315	1.00000	1621879	0.99954	0.00077	0.00024	0.63399	0.01221
HG03234	913964	1.00000	1687715	0.99956	0.00146	0.00045	0.64870	0.01278
